run_num,leg_damage_scenario_index,num_iterations,best_index,best_performance
6,2,20,22836,2.9598144433862097
7,2,20,22836,2.9598144433862097
8,2,20,22836,2.9598144433862097
9,2,20,22836,2.9598144433862097
10,2,20,22836,2.9598144433862097
11,2,20,22836,2.9598144433862097
12,2,20,22836,2.9598144433862097
13,2,20,22836,2.9598144433862097
14,2,20,22836,2.9598144433862097
15,2,20,22836,2.9598144433862097
16,2,20,22836,2.9598144433862097
17,2,20,22836,2.9598144433862097
18,2,20,22836,2.9598144433862097
19,2,20,22836,2.9598144433862097
0,2,6,6918,3.2947236075680166
1,2,6,6918,3.2947236075680166
2,2,6,6918,3.2947236075680166
3,2,6,6918,3.2947236075680166
4,2,6,6918,3.2947236075680166
5,2,6,6918,3.2947236075680166
6,2,6,6918,3.2947236075680166
7,2,6,6918,3.2947236075680166
8,2,6,6918,3.2947236075680166
9,2,6,6918,3.2947236075680166
10,2,6,6918,3.2947236075680166
11,2,6,6918,3.2947236075680166
12,2,6,6918,3.2947236075680166
13,2,6,6918,3.2947236075680166
14,2,6,6918,3.2947236075680166
15,2,6,6918,3.2947236075680166
16,2,6,6918,3.2947236075680166
17,2,6,6918,3.2947236075680166
18,2,6,6918,3.2947236075680166
19,2,6,6918,3.2947236075680166
0,2,3,4161,3.5051856930098633
1,2,3,4161,3.5051856930098633
2,2,3,4161,3.5051856930098633
3,2,3,4161,3.5051856930098633
4,2,3,4161,3.5051856930098633
5,2,3,4161,3.5051856930098633
6,2,3,4161,3.5051856930098633
7,2,3,4161,3.5051856930098633
8,2,3,4161,3.5051856930098633
9,2,3,4161,3.5051856930098633
10,2,3,4161,3.5051856930098633
11,2,3,4161,3.5051856930098633
12,2,3,4161,3.5051856930098633
13,2,3,4161,3.5051856930098633
14,2,3,4161,3.5051856930098633
15,2,3,4161,3.5051856930098633
16,2,3,4161,3.5051856930098633
17,2,3,4161,3.5051856930098633
18,2,3,4161,3.5051856930098633
19,2,3,4161,3.5051856930098633
0,3,13,663,2.6276666090943235
1,3,13,663,2.6276666090943235
2,3,13,663,2.6276666090943235
3,3,13,663,2.6276666090943235
4,3,13,663,2.6276666090943235
5,3,13,663,2.6276666090943235
6,3,13,663,2.6276666090943235
7,3,13,663,2.6276666090943235
8,3,13,663,2.6276666090943235
9,3,13,663,2.6276666090943235
10,3,13,663,2.6276666090943235
11,3,13,663,2.6276666090943235
12,3,13,663,2.6276666090943235
13,3,13,663,2.6276666090943235
14,3,13,663,2.6276666090943235
15,3,13,663,2.6276666090943235
16,3,13,663,2.6276666090943235
17,3,13,663,2.6276666090943235
18,3,13,663,2.6276666090943235
19,3,13,663,2.6276666090943235
0,3,6,6918,3.405216672668437
1,3,6,6918,3.405216672668437
2,3,6,6918,3.405216672668437
3,3,6,6918,3.405216672668437
4,3,6,6918,3.405216672668437
5,3,6,6918,3.405216672668437
6,3,6,6918,3.405216672668437
7,3,6,6918,3.405216672668437
8,3,6,6918,3.405216672668437
9,3,6,6918,3.405216672668437
10,3,6,6918,3.405216672668437
11,3,6,6918,3.405216672668437
12,3,6,6918,3.405216672668437
13,3,6,6918,3.405216672668437
14,3,6,6918,3.405216672668437
15,3,6,6918,3.405216672668437
16,3,6,6918,3.405216672668437
17,3,6,6918,3.405216672668437
18,3,6,6918,3.405216672668437
19,3,6,6918,3.405216672668437
0,3,7,663,3.1894441481139184
1,3,7,663,3.1894441481139184
2,3,7,663,3.1894441481139184
3,3,7,663,3.1894441481139184
4,3,7,663,3.1894441481139184
5,3,7,663,3.1894441481139184
6,3,7,663,3.1894441481139184
7,3,7,663,3.1894441481139184
8,3,7,663,3.1894441481139184
9,3,7,663,3.1894441481139184
10,3,7,663,3.1894441481139184
11,3,7,663,3.1894441481139184
12,3,7,663,3.1894441481139184
13,3,7,663,3.1894441481139184
14,3,7,663,3.1894441481139184
15,3,7,663,3.1894441481139184
16,3,7,663,3.1894441481139184
17,3,7,663,3.1894441481139184
18,3,7,663,3.1894441481139184
19,3,7,663,3.1894441481139184
0,3,25,4802,2.574331334304734
1,3,25,4802,2.574331334304734
2,3,25,4802,2.574331334304734
3,3,25,4802,2.574331334304734
4,3,25,4802,2.574331334304734
5,3,25,4802,2.574331334304734
6,3,25,4802,2.574331334304734
7,3,25,4802,2.574331334304734
8,3,25,4802,2.574331334304734
9,3,25,4802,2.574331334304734
10,3,25,4802,2.574331334304734
11,3,25,4802,2.574331334304734
12,3,25,4802,2.574331334304734
13,3,25,4802,2.574331334304734
14,3,25,4802,2.574331334304734
15,3,25,4802,2.574331334304734
16,3,25,4802,2.574331334304734
17,3,25,4802,2.574331334304734
18,3,25,4802,2.574331334304734
19,3,25,4802,2.574331334304734
0,3,13,663,2.71473730986684
1,3,13,663,2.71473730986684
2,3,13,663,2.71473730986684
3,3,13,663,2.71473730986684
4,3,13,663,2.71473730986684
5,3,13,663,2.71473730986684
6,3,13,663,2.71473730986684
7,3,13,663,2.71473730986684
8,3,13,663,2.71473730986684
9,3,13,663,2.71473730986684
10,3,13,663,2.71473730986684
11,3,13,663,2.71473730986684
12,3,13,663,2.71473730986684
13,3,13,663,2.71473730986684
14,3,13,663,2.71473730986684
15,3,13,663,2.71473730986684
16,3,13,663,2.71473730986684
17,3,13,663,2.71473730986684
18,3,13,663,2.71473730986684
19,3,13,663,2.71473730986684
0,3,3,4161,3.506729301374674
1,3,3,4161,3.506729301374674
2,3,3,4161,3.506729301374674
3,3,3,4161,3.506729301374674
4,3,3,4161,3.506729301374674
5,3,3,4161,3.506729301374674
6,3,3,4161,3.506729301374674
7,3,3,4161,3.506729301374674
8,3,3,4161,3.506729301374674
9,3,3,4161,3.506729301374674
10,3,3,4161,3.506729301374674
11,3,3,4161,3.506729301374674
12,3,3,4161,3.506729301374674
13,3,3,4161,3.506729301374674
14,3,3,4161,3.506729301374674
15,3,3,4161,3.506729301374674
16,3,3,4161,3.506729301374674
17,3,3,4161,3.506729301374674
18,3,3,4161,3.506729301374674
19,3,3,4161,3.506729301374674
0,4,24,1462,2.2346330049454823
1,4,24,1462,2.2346330049454823
2,4,24,1462,2.2346330049454823
3,4,24,1462,2.2346330049454823
4,4,24,1462,2.2346330049454823
5,4,24,1462,2.2346330049454823
6,4,24,1462,2.2346330049454823
7,4,24,1462,2.2346330049454823
8,4,24,1462,2.2346330049454823
9,4,24,1462,2.2346330049454823
10,4,24,1462,2.2346330049454823
11,4,24,1462,2.2346330049454823
12,4,24,1462,2.2346330049454823
13,4,24,1462,2.2346330049454823
14,4,24,1462,2.2346330049454823
15,4,24,1462,2.2346330049454823
16,4,24,1462,2.2346330049454823
17,4,24,1462,2.2346330049454823
18,4,24,1462,2.2346330049454823
19,4,24,1462,2.2346330049454823
0,4,15,179,2.758976929205856
1,4,15,179,2.758976929205856
2,4,15,179,2.758976929205856
3,4,15,179,2.758976929205856
4,4,15,179,2.758976929205856
5,4,15,179,2.758976929205856
6,4,15,179,2.758976929205856
7,4,15,179,2.758976929205856
8,4,15,179,2.758976929205856
9,4,15,179,2.758976929205856
10,4,15,179,2.758976929205856
11,4,15,179,2.758976929205856
12,4,15,179,2.758976929205856
13,4,15,179,2.758976929205856
14,4,15,179,2.758976929205856
15,4,15,179,2.758976929205856
16,4,15,179,2.758976929205856
17,4,15,179,2.758976929205856
18,4,15,179,2.758976929205856
19,4,15,179,2.758976929205856
0,4,25,25839,2.0933272626475574
1,4,25,25839,2.0933272626475574
2,4,25,25839,2.0933272626475574
3,4,25,25839,2.0933272626475574
4,4,25,25839,2.0933272626475574
5,4,25,25839,2.0933272626475574
6,4,25,25839,2.0933272626475574
7,4,25,25839,2.0933272626475574
8,4,25,25839,2.0933272626475574
9,4,25,25839,2.0933272626475574
10,4,25,25839,2.0933272626475574
11,4,25,25839,2.0933272626475574
12,4,25,25839,2.0933272626475574
13,4,25,25839,2.0933272626475574
14,4,25,25839,2.0933272626475574
15,4,25,25839,2.0933272626475574
16,4,25,25839,2.0933272626475574
17,4,25,25839,2.0933272626475574
18,4,25,25839,2.0933272626475574
19,4,25,25839,2.0933272626475574
0,4,15,5624,2.6352240677283283
1,4,15,5624,2.6352240677283283
2,4,15,5624,2.6352240677283283
3,4,15,5624,2.6352240677283283
4,4,15,5624,2.6352240677283283
5,4,15,5624,2.6352240677283283
6,4,15,5624,2.6352240677283283
7,4,15,5624,2.6352240677283283
8,4,15,5624,2.6352240677283283
9,4,15,5624,2.6352240677283283
10,4,15,5624,2.6352240677283283
11,4,15,5624,2.6352240677283283
12,4,15,5624,2.6352240677283283
13,4,15,5624,2.6352240677283283
14,4,15,5624,2.6352240677283283
15,4,15,5624,2.6352240677283283
16,4,15,5624,2.6352240677283283
17,4,15,5624,2.6352240677283283
18,4,15,5624,2.6352240677283283
19,4,15,5624,2.6352240677283283
0,4,11,663,2.903175078671518
1,4,11,663,2.903175078671518
2,4,11,663,2.903175078671518
3,4,11,663,2.903175078671518
4,4,11,663,2.903175078671518
5,4,11,663,2.903175078671518
6,4,11,663,2.903175078671518
7,4,11,663,2.903175078671518
8,4,11,663,2.903175078671518
9,4,11,663,2.903175078671518
10,4,11,663,2.903175078671518
11,4,11,663,2.903175078671518
12,4,11,663,2.903175078671518
13,4,11,663,2.903175078671518
14,4,11,663,2.903175078671518
15,4,11,663,2.903175078671518
16,4,11,663,2.903175078671518
17,4,11,663,2.903175078671518
18,4,11,663,2.903175078671518
19,4,11,663,2.903175078671518
0,4,13,663,2.746546256734502
1,4,13,663,2.746546256734502
2,4,13,663,2.746546256734502
3,4,13,663,2.746546256734502
4,4,13,663,2.746546256734502
5,4,13,663,2.746546256734502
6,4,13,663,2.746546256734502
7,4,13,663,2.746546256734502
8,4,13,663,2.746546256734502
9,4,13,663,2.746546256734502
10,4,13,663,2.746546256734502
11,4,13,663,2.746546256734502
12,4,13,663,2.746546256734502
13,4,13,663,2.746546256734502
14,4,13,663,2.746546256734502
15,4,13,663,2.746546256734502
16,4,13,663,2.746546256734502
17,4,13,663,2.746546256734502
18,4,13,663,2.746546256734502
19,4,13,663,2.746546256734502
