iteration,average_performance
1,1.6229010741545213
2,2.1048954657409493
3,1.1622012549105036
4,0.8277199646979265
5,0.6735844191712642
6,0.7754179796741208
7,0.20332686472876926
8,0.1986574392877695
9,-0.0946320944040261
10,0.5262311582805574
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
