run_num,leg_damage_scenario_index,num_iterations,best_index,best_performance
1,3,6,2390,3.5464610234274385
2,3,6,2390,3.5464610234274385
3,3,6,2390,3.5464610234274385
4,3,6,2390,3.5464610234274385
5,3,6,2390,3.5464610234274385
6,3,6,2390,3.5464610234274385
7,3,6,2390,3.5464610234274385
8,3,6,2390,3.5464610234274385
9,3,6,2390,3.5464610234274385
10,3,6,2390,3.5464610234274385
11,3,6,2390,3.5464610234274385
12,3,6,2390,3.5464610234274385
13,3,6,2390,3.5464610234274385
14,3,6,2390,3.5464610234274385
15,3,6,2390,3.5464610234274385
16,3,6,2390,3.5464610234274385
17,3,6,2390,3.5464610234274385
18,3,6,2390,3.5464610234274385
19,3,6,2390,3.5464610234274385
0,3,26,165,2.3909327300652863
1,3,26,165,2.3909327300652863
2,3,26,165,2.3909327300652863
3,3,26,165,2.3909327300652863
4,3,26,165,2.3909327300652863
5,3,26,165,2.3909327300652863
6,3,26,165,2.3909327300652863
7,3,26,165,2.3909327300652863
8,3,26,165,2.3909327300652863
9,3,26,165,2.3909327300652863
10,3,26,165,2.3909327300652863
11,3,26,165,2.3909327300652863
12,3,26,165,2.3909327300652863
13,3,26,165,2.3909327300652863
14,3,26,165,2.3909327300652863
15,3,26,165,2.3909327300652863
16,3,26,165,2.3909327300652863
17,3,26,165,2.3909327300652863
18,3,26,165,2.3909327300652863
19,3,26,165,2.3909327300652863
0,3,5,2390,3.6235051127132136
1,3,5,2390,3.6235051127132136
2,3,5,2390,3.6235051127132136
3,3,5,2390,3.6235051127132136
4,3,5,2390,3.6235051127132136
5,3,5,2390,3.6235051127132136
6,3,5,2390,3.6235051127132136
7,3,5,2390,3.6235051127132136
8,3,5,2390,3.6235051127132136
9,3,5,2390,3.6235051127132136
10,3,5,2390,3.6235051127132136
11,3,5,2390,3.6235051127132136
12,3,5,2390,3.6235051127132136
13,3,5,2390,3.6235051127132136
14,3,5,2390,3.6235051127132136
15,3,5,2390,3.6235051127132136
16,3,5,2390,3.6235051127132136
17,3,5,2390,3.6235051127132136
18,3,5,2390,3.6235051127132136
19,3,5,2390,3.6235051127132136
0,4,39,3556,1.6139415371378059
1,4,39,3556,1.6139415371378059
2,4,39,3556,1.6139415371378059
3,4,39,3556,1.6139415371378059
4,4,39,3556,1.6139415371378059
5,4,39,3556,1.6139415371378059
6,4,39,3556,1.6139415371378059
7,4,39,3556,1.6139415371378059
8,4,39,3556,1.6139415371378059
9,4,39,3556,1.6139415371378059
10,4,39,3556,1.6139415371378059
11,4,39,3556,1.6139415371378059
12,4,39,3556,1.6139415371378059
13,4,39,3556,1.6139415371378059
14,4,39,3556,1.6139415371378059
15,4,39,3556,1.6139415371378059
16,4,39,3556,1.6139415371378059
17,4,39,3556,1.6139415371378059
18,4,39,3556,1.6139415371378059
19,4,39,3556,1.6139415371378059
0,4,11,27,3.052200335449579
1,4,11,27,3.052200335449579
2,4,11,27,3.052200335449579
3,4,11,27,3.052200335449579
4,4,11,27,3.052200335449579
5,4,11,27,3.052200335449579
6,4,11,27,3.052200335449579
7,4,11,27,3.052200335449579
8,4,11,27,3.052200335449579
9,4,11,27,3.052200335449579
10,4,11,27,3.052200335449579
11,4,11,27,3.052200335449579
12,4,11,27,3.052200335449579
13,4,11,27,3.052200335449579
14,4,11,27,3.052200335449579
15,4,11,27,3.052200335449579
16,4,11,27,3.052200335449579
17,4,11,27,3.052200335449579
18,4,11,27,3.052200335449579
19,4,11,27,3.052200335449579
0,4,41,2600,1.4229438313112543
1,4,41,2600,1.4229438313112543
2,4,41,2600,1.4229438313112543
3,4,41,2600,1.4229438313112543
4,4,41,2600,1.4229438313112543
5,4,41,2600,1.4229438313112543
6,4,41,2600,1.4229438313112543
7,4,41,2600,1.4229438313112543
8,4,41,2600,1.4229438313112543
9,4,41,2600,1.4229438313112543
10,4,41,2600,1.4229438313112543
11,4,41,2600,1.4229438313112543
12,4,41,2600,1.4229438313112543
13,4,41,2600,1.4229438313112543
14,4,41,2600,1.4229438313112543
15,4,41,2600,1.4229438313112543
16,4,41,2600,1.4229438313112543
17,4,41,2600,1.4229438313112543
18,4,41,2600,1.4229438313112543
19,4,41,2600,1.4229438313112543
0,4,9,2390,3.319195076740797
1,4,9,2390,3.319195076740797
2,4,9,2390,3.319195076740797
3,4,9,2390,3.319195076740797
4,4,9,2390,3.319195076740797
5,4,9,2390,3.319195076740797
6,4,9,2390,3.319195076740797
7,4,9,2390,3.319195076740797
8,4,9,2390,3.319195076740797
9,4,9,2390,3.319195076740797
10,4,9,2390,3.319195076740797
11,4,9,2390,3.319195076740797
12,4,9,2390,3.319195076740797
13,4,9,2390,3.319195076740797
14,4,9,2390,3.319195076740797
15,4,9,2390,3.319195076740797
16,4,9,2390,3.319195076740797
17,4,9,2390,3.319195076740797
18,4,9,2390,3.319195076740797
19,4,9,2390,3.319195076740797
0,4,10,327,3.482218815806806
1,4,10,327,3.482218815806806
2,4,10,327,3.482218815806806
3,4,10,327,3.482218815806806
4,4,10,327,3.482218815806806
5,4,10,327,3.482218815806806
6,4,10,327,3.482218815806806
7,4,10,327,3.482218815806806
8,4,10,327,3.482218815806806
9,4,10,327,3.482218815806806
10,4,10,327,3.482218815806806
11,4,10,327,3.482218815806806
12,4,10,327,3.482218815806806
13,4,10,327,3.482218815806806
14,4,10,327,3.482218815806806
15,4,10,327,3.482218815806806
16,4,10,327,3.482218815806806
17,4,10,327,3.482218815806806
18,4,10,327,3.482218815806806
19,4,10,327,3.482218815806806
0,4,41,203,1.7394275937631052
1,4,41,203,1.7394275937631052
2,4,41,203,1.7394275937631052
3,4,41,203,1.7394275937631052
4,4,41,203,1.7394275937631052
5,4,41,203,1.7394275937631052
6,4,41,203,1.7394275937631052
7,4,41,203,1.7394275937631052
8,4,41,203,1.7394275937631052
9,4,41,203,1.7394275937631052
10,4,41,203,1.7394275937631052
11,4,41,203,1.7394275937631052
12,4,41,203,1.7394275937631052
13,4,41,203,1.7394275937631052
14,4,41,203,1.7394275937631052
15,4,41,203,1.7394275937631052
16,4,41,203,1.7394275937631052
17,4,41,203,1.7394275937631052
18,4,41,203,1.7394275937631052
19,4,41,203,1.7394275937631052
0,0,1,2390,4.75611201926452
0,1,3,495,3.916911258677865
0,1,2,2390,3.9343019640175703
0,1,3,495,3.729293813427525
0,1,1,2390,4.4815050047895495
0,1,6,3556,3.646057519900939
0,1,2,2390,3.953571929047755
0,0,1,2390,4.75611201926452
0,1,3,495,3.916911258677865
0,1,2,2390,3.9343019640175703
0,1,3,495,3.7287570254764235
0,1,1,2390,4.4815050047895495
0,1,6,3556,3.646057519900939
0,1,2,2390,3.953571929047755
0,2,12,495,2.9895092358152016
0,2,6,3556,3.6220149236473738
0,2,3,495,3.715805208137807
