iteration,average_performance
1,0.9737915323859614
2,0.766399657824023
3,0.16376096992540332
4,0.5277101787375359
5,-0.02736214071559782
6,0.2713282484769594
7,0.4765437575570359
8,-0.0004734344578711779
9,0.6522469635267824
10,1.0577999132558313
11,-0.21528009165401799
12,0.09565659724641364
13,0.02438052950566307
14,0.2695142976531986
15,0.1926197807512843
16,0.26973817781891524
17,0.19145065828916386
18,0.23776356523400946
19,0.2857446578406956
20,0.37551807017872263
21,0.18168607993959743
22,0.17355312937497033
23,0.36402604595170024
24,0.32319729496023886
25,0.11435984956631012
26,0.0663545290325513
27,-0.06655791413957292
28,0.3812917861072773
29,0.18681441336139507
30,0.08962303967743895
31,0.04875567453980471
32,0.3523453668381988
33,0.089582538285845
34,0.12101653472833472
35,0.07354083892178337
36,0.12442868445545076
37,-0.21408861951197014
38,0.23100090673837978
39,0.0448293115384007
40,0.31708544639026176
